slice_file_name,fsID,start,end,salience,fold,classID,class
177621-0-0-0.wav,177621,0.0,4.0,2,1,0,air_conditioner
59277-0-0-4.wav,59277,2.0,6.0,1,1,0,air_conditioner
134717-0-0-19.wav,134717,9.5,13.5,1,1,0,air_conditioner
57320-0-0-15.wav,57320,7.5,11.5,2,1,0,air_conditioner
94868-1-2-0.wav,94868,2.381256,2.75053,1,1,1,car_horn
24074-1-0-0.wav,24074,13.060993,17.060993,1,1,1,car_horn
24074-1-0-9.wav,24074,17.560993,21.560993,1,1,1,car_horn
87275-1-3-0.wav,87275,2.202508,2.264294,2,1,1,car_horn
24074-1-0-11.wav,24074,18.560993,22.560993,1,1,1,car_horn
87275-1-4-0.wav,87275,2.409674,2.47873,2,1,1,car_horn
24074-1-0-4.wav,24074,15.060993,19.060993,1,1,1,car_horn
19026-1-0-0.wav,19026,0.012822,1.050575,1,1,1,car_horn
176638-1-1-0.wav,176638,6.724352,7.520133,1,1,1,car_horn
24074-1-0-12.wav,24074,19.060993,23.060993,1,1,1,car_horn
193698-2-0-113.wav,193698,56.5,60.5,2,1,2,children_playing
165067-2-0-35.wav,165067,17.5,21.5,2,1,2,children_playing
182800-2-2-2.wav,182800,26.672099,30.672099,1,1,2,children_playing
160009-2-0-22.wav,160009,11.0,15.0,1,1,2,children_playing
160009-2-0-11.wav,160009,5.5,9.5,1,1,2,children_playing
143651-2-0-63.wav,143651,31.5,35.5,2,1,2,children_playing
135776-2-0-85.wav,135776,42.5,46.5,2,1,2,children_playing
192124-2-0-5.wav,192124,2.5,6.5,1,1,2,children_playing
108362-2-0-21.wav,108362,10.5,14.5,1,1,2,children_playing
105415-2-0-1.wav,105415,0.5,4.5,1,1,2,children_playing
135776-2-0-40.wav,135776,20.0,24.0,2,1,2,children_playing
138031-2-0-47.wav,138031,23.5,27.5,1,1,2,children_playing
182800-2-3-1.wav,182800,56.474271,60.474271,1,1,2,children_playing
143651-2-0-16.wav,143651,8.0,12.0,2,1,2,children_playing
196065-2-0-0.wav,196065,0.0,2.712381,1,1,2,children_playing
105415-2-0-24.wav,105415,12.0,16.0,1,1,2,children_playing
192124-2-0-12.wav,192124,6.0,10.0,1,1,2,children_playing
192124-2-0-15.wav,192124,7.5,11.5,1,1,2,children_playing
108362-2-0-29.wav,108362,14.5,18.5,1,1,2,children_playing
138031-2-0-7.wav,138031,3.5,7.5,1,1,2,children_playing
165067-2-0-72.wav,165067,36.0,40.0,2,1,2,children_playing
193698-2-0-64.wav,193698,32.0,36.0,2,1,2,children_playing
138031-2-0-22.wav,138031,11.0,15.0,1,1,2,children_playing
15564-2-0-2.wav,15564,1.0,5.0,1,1,2,children_playing
182800-2-2-1.wav,182800,26.172099,30.172099,1,1,2,children_playing
108362-2-0-9.wav,108362,4.5,8.5,1,1,2,children_playing
15564-2-0-0.wav,15564,0.0,4.0,1,1,2,children_playing
97317-2-0-28.wav,97317,14.0,18.0,1,1,2,children_playing
108362-2-0-12.wav,108362,6.0,10.0,1,1,2,children_playing
182800-2-3-0.wav,182800,55.974271,59.974271,1,1,2,children_playing
72261-3-0-17.wav,72261,9.973879,13.973879,1,1,3,dog_bark
203356-3-0-0.wav,203356,37.465647,41.465647,2,1,3,dog_bark
51022-3-29-0.wav,51022,44.136601,44.596982,1,1,3,dog_bark
193394-3-0-10.wav,193394,5.0,9.0,1,1,3,dog_bark
180256-3-0-3.wav,180256,1.5,5.5,1,1,3,dog_bark
176258-3-1-18.wav,176258,78.897629,82.897629,1,1,3,dog_bark
138015-3-0-1.wav,138015,0.5,4.5,1,1,3,dog_bark
65749-3-1-14.wav,65749,82.445545,86.445545,2,1,3,dog_bark
114587-3-0-5.wav,114587,3.967612,7.967612,1,1,3,dog_bark
101415-3-0-2.wav,101415,1.0,5.0,1,1,3,dog_bark
125791-3-0-13.wav,125791,6.5,10.5,1,1,3,dog_bark
164312-3-1-0.wav,164312,6.182287,8.171162,1,1,3,dog_bark
54858-3-0-0.wav,54858,28.04638,32.04638,2,1,3,dog_bark
166268-3-0-0.wav,166268,0.0,0.239205,1,1,3,dog_bark
72579-3-0-4.wav,72579,5.486718,9.486718,1,1,3,dog_bark
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark
57553-3-0-0.wav,57553,0.0,1.715423,2,1,3,dog_bark
57553-3-1-0.wav,57553,9.679885,11.932555,2,1,3,dog_bark
118101-3-0-0.wav,118101,1.042871,5.042871,1,1,3,dog_bark
164312-3-3-0.wav,164312,22.380838,24.058202,1,1,3,dog_bark
203356-3-0-2.wav,203356,38.465647,42.465647,2,1,3,dog_bark
72579-3-0-2.wav,72579,4.486718,8.486718,1,1,3,dog_bark
150341-3-1-0.wav,150341,15.377819,15.823344,1,1,3,dog_bark
180256-3-0-1.wav,180256,0.5,4.5,1,1,3,dog_bark
51022-3-13-0.wav,51022,19.916516,21.377728,2,1,3,dog_bark
118101-3-0-6.wav,118101,4.042871,8.042871,1,1,3,dog_bark
176258-3-1-2.wav,176258,70.897629,74.897629,1,1,3,dog_bark
9031-3-1-0.wav,9031,5.55171,5.967569,1,1,3,dog_bark
114587-3-0-4.wav,114587,3.467612,7.467612,1,1,3,dog_bark
51022-3-7-0.wav,51022,14.201777,15.292682,2,1,3,dog_bark
78360-4-0-16.wav,78360,8.0,12.0,1,1,4,drilling
55020-4-0-10.wav,55020,5.351364,9.351364,1,1,4,drilling
57584-4-0-4.wav,57584,2.0,6.0,2,1,4,drilling
46669-4-0-49.wav,46669,24.5,28.5,1,1,4,drilling
46669-4-0-48.wav,46669,24.0,28.0,1,1,4,drilling
46669-4-0-36.wav,46669,18.0,22.0,1,1,4,drilling
17913-4-0-2.wav,17913,1.0,5.0,1,1,4,drilling
78360-4-0-12.wav,78360,6.0,10.0,1,1,4,drilling
147764-4-6-0.wav,147764,17.460394,21.460394,1,1,4,drilling
14113-4-0-0.wav,14113,0.0,4.0,1,1,4,drilling
165645-4-4-0.wav,165645,4.295866,5.169073,1,1,4,drilling
46669-4-0-2.wav,46669,1.0,5.0,1,1,4,drilling
57584-4-0-7.wav,57584,3.5,7.5,2,1,4,drilling
46669-4-0-3.wav,46669,1.5,5.5,1,1,4,drilling
78360-4-0-22.wav,78360,11.0,15.0,1,1,4,drilling
147764-4-2-0.wav,147764,5.449214,6.103774,1,1,4,drilling
71087-4-1-0.wav,71087,4.427711,5.23158,1,1,4,drilling
78360-4-0-0.wav,78360,0.0,4.0,1,1,4,drilling
147764-4-8-0.wav,147764,24.676921,25.364209,1,1,4,drilling
46669-4-0-24.wav,46669,12.0,16.0,1,1,4,drilling
55020-4-0-12.wav,55020,6.351364,10.351364,1,1,4,drilling
78360-4-0-20.wav,78360,10.0,14.0,1,1,4,drilling
22962-4-0-1.wav,22962,0.5,4.5,1,1,4,drilling
46669-4-0-4.wav,46669,2.0,6.0,1,1,4,drilling
57584-4-0-3.wav,57584,1.5,5.5,2,1,4,drilling
165645-4-1-0.wav,165645,0.8888,1.765905,1,1,4,drilling
46669-4-0-37.wav,46669,18.5,22.5,1,1,4,drilling
78360-4-0-7.wav,78360,3.5,7.5,1,1,4,drilling
147764-4-5-0.wav,147764,16.29855,17.329482,1,1,4,drilling
57584-4-0-6.wav,57584,3.0,7.0,2,1,4,drilling
176787-5-0-28.wav,176787,14.0,18.0,1,1,5,engine_idling
176787-5-0-25.wav,176787,12.5,16.5,1,1,5,engine_idling
176787-5-0-21.wav,176787,10.5,14.5,1,1,5,engine_idling
46918-5-0-2.wav,46918,7.000195,11.000195,2,1,5,engine_idling
119455-5-0-2.wav,119455,1.446601,5.446601,1,1,5,engine_idling
176787-5-0-27.wav,176787,13.5,17.5,1,1,5,engine_idling
176787-5-0-18.wav,176787,9.0,13.0,1,1,5,engine_idling
146186-5-0-10.wav,146186,5.0,9.0,1,1,5,engine_idling
103258-5-0-0.wav,103258,0.0,4.0,1,1,5,engine_idling
103258-5-0-18.wav,103258,9.0,13.0,1,1,5,engine_idling
176787-5-0-13.wav,176787,6.5,10.5,1,1,5,engine_idling
113205-5-1-9.wav,113205,31.54,35.54,1,1,5,engine_idling
103258-5-0-8.wav,103258,4.0,8.0,1,1,5,engine_idling
103258-5-0-12.wav,103258,6.0,10.0,1,1,5,engine_idling
119455-5-0-0.wav,119455,0.446601,4.446601,1,1,5,engine_idling
113205-5-1-5.wav,113205,29.54,33.54,1,1,5,engine_idling
103258-5-0-2.wav,103258,1.0,5.0,1,1,5,engine_idling
113205-5-1-1.wav,113205,27.54,31.54,1,1,5,engine_idling
146186-5-0-9.wav,146186,4.5,8.5,1,1,5,engine_idling
176787-5-0-5.wav,176787,2.5,6.5,1,1,5,engine_idling
146186-5-0-0.wav,146186,0.0,4.0,1,1,5,engine_idling
176787-5-0-16.wav,176787,8.0,12.0,1,1,5,engine_idling
103258-5-0-5.wav,103258,2.5,6.5,1,1,5,engine_idling
176787-5-0-17.wav,176787,8.5,12.5,1,1,5,engine_idling
176787-5-0-8.wav,176787,4.0,8.0,1,1,5,engine_idling
103258-5-0-17.wav,103258,8.5,12.5,1,1,5,engine_idling
143604-5-0-0.wav,143604,3.311464,5.678107,1,1,5,engine_idling
103258-5-0-19.wav,103258,9.5,13.5,1,1,5,engine_idling
46656-6-2-0.wav,46656,5.549692,7.046871,1,1,6,gun_shot
197318-6-11-0.wav,197318,33.909579,35.741851,1,1,6,gun_shot
46656-6-0-0.wav,46656,0.247654,1.666033,1,1,6,gun_shot
197318-6-8-0.wav,197318,22.388856,24.07053,1,1,6,gun_shot
197318-6-2-0.wav,197318,4.417532,6.350202,1,1,6,gun_shot
46656-6-5-0.wav,46656,10.761675,12.112513,1,1,6,gun_shot
197318-6-6-0.wav,197318,16.641044,18.724312,1,1,6,gun_shot
197318-6-10-0.wav,197318,31.24902,32.5291,1,1,6,gun_shot
174294-6-2-0.wav,174294,10.046368,13.126084,1,1,6,gun_shot
197318-6-3-0.wav,197318,6.801996,8.759765,1,1,6,gun_shot
180937-7-1-3.wav,180937,194.915715,198.915715,1,1,7,jackhammer
180937-7-1-6.wav,180937,196.415715,200.415715,1,1,7,jackhammer
103074-7-1-1.wav,103074,23.017317,27.017317,1,1,7,jackhammer
180937-7-2-3.wav,180937,253.663479,257.663479,1,1,7,jackhammer
174276-7-4-0.wav,174276,20.007403,24.007403,1,1,7,jackhammer
180937-7-3-10.wav,180937,309.584561,313.584561,2,1,7,jackhammer
180937-7-3-2.wav,180937,305.584561,309.584561,2,1,7,jackhammer
103074-7-2-0.wav,103074,42.347083,43.727176,1,1,7,jackhammer
180937-7-1-13.wav,180937,199.915715,203.915715,1,1,7,jackhammer
180937-7-4-9.wav,180937,467.703523,471.703523,2,1,7,jackhammer
103074-7-4-3.wav,103074,62.151482,66.151482,1,1,7,jackhammer
180937-7-3-0.wav,180937,304.584561,308.584561,2,1,7,jackhammer
103074-7-3-0.wav,103074,46.632637,50.632637,1,1,7,jackhammer
180937-7-1-1.wav,180937,193.915715,197.915715,1,1,7,jackhammer
180937-7-3-5.wav,180937,307.084561,311.084561,2,1,7,jackhammer
180937-7-3-7.wav,180937,308.084561,312.084561,2,1,7,jackhammer
98223-7-0-0.wav,98223,2.040371,4.575376,1,1,7,jackhammer
103074-7-0-0.wav,103074,3.341279,7.341279,1,1,7,jackhammer
180937-7-3-4.wav,180937,306.584561,310.584561,2,1,7,jackhammer
180937-7-4-6.wav,180937,466.203523,470.203523,2,1,7,jackhammer
180937-7-3-11.wav,180937,310.084561,314.084561,2,1,7,jackhammer
180937-7-1-4.wav,180937,195.415715,199.415715,1,1,7,jackhammer
180937-7-0-2.wav,180937,172.272327,176.272327,1,1,7,jackhammer
180937-7-3-17.wav,180937,313.084561,317.084561,2,1,7,jackhammer
180937-7-1-15.wav,180937,200.915715,204.915715,1,1,7,jackhammer
103074-7-3-1.wav,103074,47.132637,51.132637,1,1,7,jackhammer
103074-7-4-0.wav,103074,60.651482,64.651482,1,1,7,jackhammer
98223-7-4-0.wav,98223,31.965806,33.573371,1,1,7,jackhammer
180937-7-3-22.wav,180937,315.584561,319.584561,2,1,7,jackhammer
180937-7-4-12.wav,180937,469.203523,473.203523,2,1,7,jackhammer
174276-7-2-0.wav,174276,8.139764,12.139764,1,1,7,jackhammer
180937-7-3-24.wav,180937,316.584561,320.584561,2,1,7,jackhammer
174276-7-0-0.wav,174276,0.273606,2.633453,1,1,7,jackhammer
180937-7-4-11.wav,180937,468.703523,472.703523,2,1,7,jackhammer
180937-7-2-4.wav,180937,254.163479,258.163479,1,1,7,jackhammer
98223-7-1-0.wav,98223,10.263682,14.263682,1,1,7,jackhammer
30823-8-0-0.wav,30823,7.167619,11.167619,2,1,8,siren
106905-8-0-0.wav,106905,43.636489,47.636489,2,1,8,siren
164053-8-2-0.wav,164053,21.660377,25.660377,2,1,8,siren
157867-8-0-11.wav,157867,5.5,9.5,1,1,8,siren
118279-8-0-3.wav,118279,1.5,5.5,2,1,8,siren
159738-8-0-16.wav,159738,8.746987,12.746987,2,1,8,siren
118279-8-0-14.wav,118279,7.0,11.0,2,1,8,siren
118279-8-0-9.wav,118279,4.5,8.5,2,1,8,siren
118279-8-0-0.wav,118279,0.0,4.0,2,1,8,siren
159738-8-0-9.wav,159738,5.246987,9.246987,2,1,8,siren
159738-8-0-3.wav,159738,2.246987,6.246987,2,1,8,siren
159738-8-0-6.wav,159738,3.746987,7.746987,2,1,8,siren
159738-8-0-13.wav,159738,7.246987,11.246987,2,1,8,siren
164053-8-2-3.wav,164053,23.160377,27.160377,2,1,8,siren
159738-8-0-4.wav,159738,2.746987,6.746987,2,1,8,siren
159738-8-0-8.wav,159738,4.746987,8.746987,2,1,8,siren
157867-8-0-21.wav,157867,10.5,14.5,1,1,8,siren
40722-8-0-2.wav,40722,1.0,5.0,2,1,8,siren
159738-8-0-14.wav,159738,7.746987,11.746987,2,1,8,siren
164053-8-2-2.wav,164053,22.660377,26.660377,2,1,8,siren
118279-8-0-2.wav,118279,1.0,5.0,2,1,8,siren
157867-8-0-19.wav,157867,9.5,13.5,1,1,8,siren
157867-8-0-28.wav,157867,14.0,18.0,1,1,8,siren
157867-8-0-17.wav,157867,8.5,12.5,1,1,8,siren
118279-8-0-13.wav,118279,6.5,10.5,2,1,8,siren
73277-9-0-17.wav,73277,8.5,12.5,1,1,9,street_music
191431-9-0-73.wav,191431,42.803963,46.803963,1,1,9,street_music
26270-9-0-23.wav,26270,11.5,15.5,1,1,9,street_music
172314-9-0-51.wav,172314,25.5,29.5,2,1,9,street_music
172314-9-0-40.wav,172314,20.0,24.0,2,1,9,street_music
161702-9-0-37.wav,161702,18.5,22.5,1,1,9,street_music
137156-9-0-5.wav,137156,2.5,6.5,1,1,9,street_music
69304-9-0-7.wav,69304,3.5,7.5,2,1,9,street_music
124489-9-0-17.wav,124489,8.5,12.5,1,1,9,street_music
108041-9-0-11.wav,108041,5.5,9.5,1,1,9,street_music
132016-9-0-6.wav,132016,49.661108,53.661108,2,1,9,street_music
139951-9-0-9.wav,139951,4.5,8.5,1,1,9,street_music
26270-9-0-32.wav,26270,16.0,20.0,1,1,9,street_music
155202-9-0-135.wav,155202,67.5,71.5,1,1,9,street_music
77766-9-0-5.wav,77766,2.5,6.5,1,1,9,street_music
108041-9-0-6.wav,108041,3.0,7.0,1,1,9,street_music
69304-9-0-12.wav,69304,6.0,10.0,2,1,9,street_music
69304-9-0-14.wav,69304,7.0,11.0,2,1,9,street_music
124489-9-0-6.wav,124489,3.0,7.0,1,1,9,street_music
155202-9-0-124.wav,155202,62.0,66.0,1,1,9,street_music
194732-9-0-126.wav,194732,57.235978,61.235978,1,1,9,street_music
77766-9-0-3.wav,77766,1.5,5.5,1,1,9,street_music
139951-9-0-17.wav,139951,8.5,12.5,1,1,9,street_music
161702-9-0-8.wav,161702,4.0,8.0,1,1,9,street_music
26270-9-0-19.wav,26270,9.5,13.5,1,1,9,street_music
132016-9-0-14.wav,132016,53.661108,57.661108,2,1,9,street_music
161702-9-0-45.wav,161702,22.5,26.5,1,1,9,street_music
99180-9-0-36.wav,99180,18.0,22.0,1,1,9,street_music
124489-9-0-16.wav,124489,8.0,12.0,1,1,9,street_music
26270-9-0-30.wav,26270,15.0,19.0,1,1,9,street_music
74507-0-0-16.wav,74507,8.0,12.0,1,2,0,air_conditioner
189023-0-0-11.wav,189023,5.5,9.5,1,2,0,air_conditioner
189991-0-0-6.wav,189991,3.0,7.0,1,2,0,air_conditioner
147926-0-0-5.wav,147926,2.5,6.5,1,2,0,air_conditioner
147926-0-0-44.wav,147926,22.0,26.0,1,2,0,air_conditioner
147926-0-0-37.wav,147926,18.5,22.5,1,2,0,air_conditioner
146690-0-0-80.wav,146690,40.0,44.0,1,2,0,air_conditioner
74507-0-0-13.wav,74507,6.5,10.5,1,2,0,air_conditioner
146690-0-0-154.wav,146690,77.0,81.0,1,2,0,air_conditioner
127872-0-0-0.wav,127872,0.0,2.498417,1,2,0,air_conditioner
146690-0-0-43.wav,146690,21.5,25.5,1,2,0,air_conditioner
147926-0-0-17.wav,147926,8.5,12.5,1,2,0,air_conditioner
56385-0-0-1.wav,56385,0.5,4.5,2,2,0,air_conditioner
147926-0-0-21.wav,147926,10.5,14.5,1,2,0,air_conditioner
74507-0-0-24.wav,74507,12.0,16.0,1,2,0,air_conditioner
146690-0-0-116.wav,146690,58.0,62.0,1,2,0,air_conditioner
74507-0-0-1.wav,74507,0.5,4.5,1,2,0,air_conditioner
74507-0-0-10.wav,74507,5.0,9.0,1,2,0,air_conditioner
146690-0-0-165.wav,146690,82.5,86.5,1,2,0,air_conditioner
147926-0-0-2.wav,147926,1.0,5.0,1,2,0,air_conditioner
189023-0-0-13.wav,189023,6.5,10.5,1,2,0,air_conditioner
74507-0-0-22.wav,74507,11.0,15.0,1,2,0,air_conditioner
147926-0-0-10.wav,147926,5.0,9.0,1,2,0,air_conditioner
147926-0-0-41.wav,147926,20.5,24.5,1,2,0,air_conditioner
189991-0-0-5.wav,189991,2.5,6.5,1,2,0,air_conditioner
146690-0-0-25.wav,146690,12.5,16.5,1,2,0,air_conditioner
147926-0-0-39.wav,147926,19.5,23.5,1,2,0,air_conditioner
74507-0-0-5.wav,74507,2.5,6.5,1,2,0,air_conditioner
146690-0-0-151.wav,146690,75.5,79.5,1,2,0,air_conditioner
56385-0-0-0.wav,56385,0.0,4.0,2,2,0,air_conditioner
72567-1-2-0.wav,72567,32.753993,36.753993,2,2,1,car_horn
162541-1-1-0.wav,162541,5.899251,6.34846,1,2,1,car_horn
155129-1-0-0.wav,155129,13.299687,13.403296,1,2,1,car_horn
72567-1-2-1.wav,72567,33.253993,37.253993,2,2,1,car_horn
132073-1-4-0.wav,132073,8.310243,9.094228,2,2,1,car_horn
72567-1-4-7.wav,72567,58.18067,62.18067,2,2,1,car_horn
179866-1-0-0.wav,179866,0.145435,0.630933,1,2,1,car_horn
72567-1-2-4.wav,72567,34.753993,38.753993,2,2,1,car_horn
72567-1-2-5.wav,72567,35.253993,39.253993,2,2,1,car_horn
132073-1-6-0.wav,132073,35.409997,35.775857,2,2,1,car_horn
72567-1-2-2.wav,72567,33.753993,37.753993,2,2,1,car_horn
162541-1-0-0.wav,162541,1.271857,1.758951,1,2,1,car_horn
196078-2-0-0.wav,196078,0.0,2.459478,1,2,2,children_playing
178520-2-0-39.wav,178520,19.5,23.5,1,2,2,children_playing
182739-2-0-85.wav,182739,42.5,46.5,1,2,2,children_playing
174906-2-0-6.wav,174906,3.0,7.0,2,2,2,children_playing
174906-2-0-21.wav,174906,10.5,14.5,2,2,2,children_playing
174906-2-0-10.wav,174906,5.0,9.0,2,2,2,children_playing
158597-2-0-85.wav,158597,43.668347,47.668347,2,2,2,children_playing
196063-2-0-1.wav,196063,0.5,4.5,1,2,2,children_playing
155219-2-0-24.wav,155219,12.0,16.0,2,2,2,children_playing
109703-2-0-134.wav,109703,67.0,71.0,2,2,2,children_playing
158597-2-0-30.wav,158597,16.168347,20.168347,2,2,2,children_playing
160011-2-0-9.wav,160011,6.5841270000000005,10.584127,2,2,2,children_playing
192269-2-0-18.wav,192269,9.0,13.0,1,2,2,children_playing
172593-2-0-14.wav,172593,7.0,11.0,1,2,2,children_playing
60591-2-0-4.wav,60591,2.0,6.0,1,2,2,children_playing
109703-2-0-32.wav,109703,16.0,20.0,2,2,2,children_playing
192269-2-0-37.wav,192269,18.5,22.5,1,2,2,children_playing
192269-2-0-54.wav,192269,27.0,31.0,1,2,2,children_playing
155219-2-0-26.wav,155219,13.0,17.0,2,2,2,children_playing
172593-2-0-10.wav,172593,5.0,9.0,1,2,2,children_playing
178521-2-0-18.wav,178521,9.0,13.0,1,2,2,children_playing
60591-2-0-16.wav,60591,8.0,12.0,1,2,2,children_playing
160011-2-0-3.wav,160011,3.584127,7.584127,2,2,2,children_playing
174906-2-0-18.wav,174906,9.0,13.0,2,2,2,children_playing
182739-2-0-78.wav,182739,39.0,43.0,1,2,2,children_playing
158597-2-0-16.wav,158597,9.168347,13.168347,2,2,2,children_playing
174906-2-0-11.wav,174906,5.5,9.5,2,2,2,children_playing
84359-2-0-5.wav,84359,2.5,6.5,2,2,2,children_playing
155219-2-0-22.wav,155219,11.0,15.0,2,2,2,children_playing
192269-2-0-11.wav,192269,5.5,9.5,1,2,2,children_playing
54545-3-0-2.wav,54545,1.826371,5.826371,1,2,3,dog_bark
204773-3-7-1.wav,204773,22.362283,26.362283,1,2,3,dog_bark
33849-3-2-0.wav,33849,3.233909,4.60587,1,2,3,dog_bark
18581-3-0-5.wav,18581,43.193758,47.193758,2,2,3,dog_bark
18581-3-0-0.wav,18581,40.693758,44.693758,2,2,3,dog_bark
179096-3-0-1.wav,179096,0.5,4.5,1,2,3,dog_bark
158607-3-2-0.wav,158607,11.16796,13.21088,1,2,3,dog_bark
49808-3-1-8.wav,49808,60.882376,64.882376,2,2,3,dog_bark
112195-3-0-48.wav,112195,24.0,28.0,1,2,3,dog_bark
100652-3-0-0.wav,100652,0.0,4.0,1,2,3,dog_bark
147672-3-1-0.wav,147672,1.726745,2.188385,1,2,3,dog_bark
166421-3-0-5.wav,166421,2.5,6.5,1,2,3,dog_bark
4201-3-0-0.wav,4201,0.104715,0.352725,2,2,3,dog_bark
173995-3-0-27.wav,173995,13.5,17.5,1,2,3,dog_bark
72539-3-0-5.wav,72539,9.30482,13.30482,1,2,3,dog_bark
102104-3-0-0.wav,102104,2.429279,3.241121,2,2,3,dog_bark
4201-3-3-0.wav,4201,3.968154,4.976726,2,2,3,dog_bark
4911-3-0-0.wav,4911,0.008108,0.217438,1,2,3,dog_bark
112195-3-0-80.wav,112195,40.0,44.0,1,2,3,dog_bark
173995-3-0-0.wav,173995,0.0,4.0,1,2,3,dog_bark
204773-3-9-0.wav,204773,42.184968,46.184968,1,2,3,dog_bark
69883-3-0-9.wav,69883,6.179208,10.179208,2,2,3,dog_bark
160366-3-0-7.wav,160366,3.5,7.5,1,2,3,dog_bark
179096-3-0-9.wav,179096,4.5,8.5,1,2,3,dog_bark
33849-3-0-0.wav,33849,0.0,0.264593,1,2,3,dog_bark
115537-3-0-0.wav,115537,1.665407,2.340997,1,2,3,dog_bark
179096-3-0-10.wav,179096,5.0,9.0,1,2,3,dog_bark
97193-3-0-0.wav,97193,0.0,4.0,1,2,3,dog_bark
112195-3-0-38.wav,112195,19.0,23.0,1,2,3,dog_bark
33849-3-4-0.wav,33849,8.270967,10.162314,1,2,3,dog_bark
76086-4-0-56.wav,76086,28.0,32.0,1,2,4,drilling
46668-4-0-2.wav,46668,1.306953,5.306953,1,2,4,drilling
76086-4-0-22.wav,76086,11.0,15.0,1,2,4,drilling
34621-4-26-0.wav,34621,25.863665,26.346196,1,2,4,drilling
34621-4-25-0.wav,34621,25.059446,25.751074,1,2,4,drilling
34621-4-2-0.wav,34621,3.82808,5.372179,1,2,4,drilling
180126-4-4-2.wav,180126,39.138375,43.138375,1,2,4,drilling
76086-4-0-50.wav,76086,25.0,29.0,1,2,4,drilling
104817-4-0-8.wav,104817,4.0,8.0,1,2,4,drilling
104817-4-0-0.wav,104817,0.0,4.0,1,2,4,drilling
180126-4-2-0.wav,180126,30.012301,32.070906,1,2,4,drilling
34621-4-1-0.wav,34621,2.68609,3.82808,1,2,4,drilling
76086-4-0-27.wav,76086,13.5,17.5,1,2,4,drilling
34621-4-13-0.wav,34621,15.617922,16.373887,1,2,4,drilling
77751-4-3-0.wav,77751,22.563176,26.563176,1,2,4,drilling
104817-4-0-2.wav,104817,1.0,5.0,1,2,4,drilling
76086-4-0-32.wav,76086,16.0,20.0,1,2,4,drilling
76086-4-0-36.wav,76086,18.0,22.0,1,2,4,drilling
118723-4-0-0.wav,118723,0.0,2.653802,1,2,4,drilling
34621-4-11-0.wav,34621,14.105991,14.636775,1,2,4,drilling
50416-4-0-1.wav,50416,0.558705,4.558705,1,2,4,drilling
77751-4-1-1.wav,77751,7.839391,11.839391,1,2,4,drilling
185800-4-2-0.wav,185800,9.14007,13.14007,2,2,4,drilling
34621-4-22-0.wav,34621,22.534201,23.064985,1,2,4,drilling
76086-4-0-2.wav,76086,1.0,5.0,1,2,4,drilling
180126-4-1-0.wav,180126,19.285883,23.285883,1,2,4,drilling
34621-4-20-0.wav,34621,21.215282,21.826488,1,2,4,drilling
77751-4-9-0.wav,77751,52.829079,56.829079,1,2,4,drilling
104817-4-0-7.wav,104817,3.5,7.5,1,2,4,drilling
76086-4-0-24.wav,76086,12.0,16.0,1,2,4,drilling
201652-5-4-7.wav,201652,186.44604,190.44604,1,2,5,engine_idling
177592-5-0-3.wav,177592,1.5,5.5,2,2,5,engine_idling
201652-5-2-5.wav,201652,73.948515,77.948515,1,2,5,engine_idling
152908-5-0-6.wav,152908,3.0,7.0,1,2,5,engine_idling
152908-5-0-5.wav,152908,2.5,6.5,1,2,5,engine_idling
